ORSPL,PLANT_NAME,rggi,Low_Income,PRIME_MOVER,Year,fuel
1172,Osage (IA),0,0,IC,1995,Oil
1175,Pella,0,0,ST,1995,Coal
1175,Pella,0,0,ST,1995,Coal
1176,Preston (IA),0,0,IC,1995,
1177,Primghar,0,0,IC,1995,
1180,Rockford,0,0,IC,1995,
1181,Rock Rapids,0,0,IC,1995,Oil
1184,Sibley One,0,0,IC,1995,
7060,Sibley No Two,0,0,IC,1995,
1186,Spencer Gas Turbine,0,1,GT,1995,Oil
1187,State Center,0,0,IC,1995,
1188,Story City,0,0,IC,1995,
1189,Strawberry Point,0,0,IC,1995,Natural Gas
7926,South Strawberry,0,0,IC,1995,
1190,Stuart (IA),0,0,IC,1995,Natural Gas
1191,Sumner,0,0,IC,1995,Natural Gas
1192,Traer Main,0,0,IC,1995,Natural Gas
7920,Traer South,0,0,IC,1995,
56025,Traer East,0,0,IC,1995,
1193,Villisca Municipal Power Plant,0,0,IC,1995,
1194,Vinton,0,1,IC,1995,Natural Gas
1198,Webster City,0,1,GT,1995,
1198,Webster City,0,1,GT,1995,
1199,West Bend,0,0,IC,1995,Natural Gas
1200,West Liberty,0,0,GT,1995,
1200,West Liberty,0,0,IC,1995,Oil
1201,Whittemore,0,0,IC,1995,
1202,Wilton,0,0,IC,1995,
1203,Winterset,0,1,IC,1995,Natural Gas
1206,Summit Lake,0,0,CC,1995,Oil
1206,Summit Lake,0,0,CC,1995,Oil
1206,Summit Lake,0,0,IC,1995,Oil
1217,Earl F Wisdom,0,0,GT,1995,
1217,Earl F Wisdom,0,0,ST,1995,Coal
1218,Fair Station,0,0,ST,1995,Coal
1224,Bird City,0,0,IC,1995,
1321,St Francis,0,0,IC,1995,Natural Gas
1225,Colby,0,0,GT,1995,Natural Gas
1272,Colby City of,0,0,IC,1995,Natural Gas
1230,Cimarron River,0,1,GT,1995,Natural Gas
1230,Cimarron River,0,1,ST,1995,Natural Gas
58192,Arkalon Ethanol LLC,0,1,ST,1995,
1233,Fort Dodge,0,0,ST,1995,Natural Gas
1235,Great Bend - Sunflower,0,0,ST,1995,Natural Gas
1239,Riverton,0,0,CC,1995,
1239,Riverton,0,0,GT,1995,Natural Gas
1239,Riverton,0,0,GT,1995,Natural Gas
1239,Riverton,0,0,ST,1995,Coal
1240,Gordon Evans Energy Center,0,0,GT,1995,
1240,Gordon Evans Energy Center,0,0,IC,1995,
1240,Gordon Evans Energy Center,0,0,ST,1995,Natural Gas
1242,Murray Gill,0,0,ST,1995,Natural Gas
50169,Wichita Plant,0,0,GT,1995,
1243,Neosho,0,0,ST,1995,
1248,Hutchinson Energy Center,0,0,GT,1995,Natural Gas
1248,Hutchinson Energy Center,0,0,IC,1995,
1248,Hutchinson Energy Center,0,0,ST,1995,Natural Gas
1248,Hutchinson Energy Center,0,0,ST,1995,Natural Gas
1250,Lawrence Energy Center,0,0,ST,1995,Coal
1251,Abilene Energy Center Combustion Turbine,0,0,GT,1995,Natural Gas
1252,Tecumseh Energy Center,0,0,GT,1995,Natural Gas
1252,Tecumseh Energy Center,0,0,ST,1995,Coal
1258,Anthony,0,1,IC,1995,Natural Gas
1259,Ashland,0,0,IC,1995,Oil
1260,Attica,0,1,IC,1995,
1261,Augusta Electric Plant No 1,0,1,IC,1995,Natural Gas
6791,Augusta Electric Plant No 2,0,1,IC,1995,Natural Gas
1262,Baldwin City Plant No 1,0,0,IC,1995,Natural Gas
8020,Baldwin City Plant No 2,0,0,IC,1995,
1263,Belleville,0,0,IC,1995,Natural Gas
1264,Beloit,0,1,IC,1995,Natural Gas
1265,Burlingame,0,0,IC,1995,Natural Gas
1266,Burlington (KS),0,0,IC,1995,Natural Gas
1267,Chanute 1,0,1,IC,1995,
1267,Chanute 1,0,1,ST,1995,
1268,Chanute 2,0,1,GT,1995,
1268,Chanute 2,0,1,IC,1995,Natural Gas
1270,Clay Center,0,0,IC,1995,Natural Gas
1270,Clay Center,0,0,ST,1995,Natural Gas
1274,Ellinwood,0,0,IC,1995,Natural Gas
1275,Ellis,0,0,IC,1995,
1276,Erie,0,0,IC,1995,
7766,Erie Energy Center,0,0,IC,1995,
1278,Garnett Municipal,0,0,IC,1995,Natural Gas
59383,"East Kansas Agri-Energy, LLC",0,0,ST,1995,
1279,Girard,0,1,IC,1995,
1280,Goodland,0,0,IC,1995,Natural Gas
1283,Herington,0,1,IC,1995,Oil
1286,Hoisington,0,1,IC,1995,Natural Gas
1287,Holton,0,0,IC,1995,Natural Gas
1289,Hugoton 1,0,1,IC,1995,Natural Gas
7011,Hugoton 2,0,1,IC,1995,Natural Gas
58613,ABBK Biomass Plant,0,1,ST,1995,
1291,Iola,0,1,IC,1995,Oil
1291,Iola,0,1,ST,1995,Natural Gas
1292,Jetmore,0,0,IC,1995,
1296,Kingman Municipal Power and Light Plant,0,0,IC,1995,Natural Gas
1298,Gas Turbine (KS),0,0,GT,1995,
1299,Larned,0,0,IC,1995,Natural Gas
1299,Larned,0,0,ST,1995,Natural Gas
1300,Lincoln,0,1,IC,1995,Oil
1305,McPherson 2,0,0,GT,1995,Natural Gas
1305,McPherson 2,0,0,ST,1995,Natural Gas
1306,Meade,0,0,IC,1995,Natural Gas
1307,Minneapolis City of,0,0,IC,1995,Natural Gas
1308,Mulvane Power Plant,0,0,IC,1995,Natural Gas
1313,Osage City,0,1,IC,1995,Natural Gas
1314,Osawatomie City of,0,1,IC,1995,Oil
7928,Osawatomie,0,1,GT,1995,
1315,Osborne,0,1,IC,1995,Natural Gas
1316,Ottawa,0,0,GT,1995,Natural Gas
1316,Ottawa,0,0,IC,1995,Natural Gas
1317,Pratt,0,0,IC,1995,Oil
1317,Pratt,0,0,ST,1995,Natural Gas
7447,Pratt 2,0,0,IC,1995,Natural Gas
1319,Russell Downtown,0,1,IC,1995,Natural Gas
7930,Russell Energy Center,0,1,GT,1995,
1320,Sabetha Power Plant,0,0,IC,1995,Natural Gas
1322,St John,0,0,IC,1995,Natural Gas
1324,Sharon Spring,0,0,IC,1995,Natural Gas
1325,Stafford,0,0,IC,1995,Natural Gas
1326,Sterling,0,0,IC,1995,Natural Gas
1327,Stockton,0,1,IC,1995,Natural Gas
1328,Wamego,0,0,IC,1995,Natural Gas
1329,Washington,0,1,IC,1995,Oil
8037,Clifton,0,1,GT,1995,Natural Gas
8037,Clifton,0,1,IC,1995,Oil
1330,Wellington 1,0,1,IC,1995,
1330,Wellington 1,0,1,ST,1995,Natural Gas
7339,Wellington 2,0,1,GT,1995,Natural Gas
1332,West 14th Street,0,1,GT,1995,Natural Gas
56022,Waste Water Plant Generator,0,1,IC,1995,
1334,Great Bend - Midwest Energy,0,0,IC,1995,Natural Gas
1336,Garden City,0,1,GT,1995,Natural Gas
1336,Garden City,0,1,GT,1995,Natural Gas
1336,Garden City,0,1,ST,1995,
1336,Garden City,0,1,ST,1995,
1355,E W Brown,0,0,GT,1995,Natural Gas
1355,E W Brown,0,0,ST,1995,Coal
1356,Ghent,0,1,ST,1995,Coal
1358,Haefling,0,0,GT,1995,Natural Gas
1360,Pineville,0,1,ST,1995,Coal
1361,Tyrone,0,0,ST,1995,Coal
1363,Cane Run,0,0,CC,1995,
1363,Cane Run,0,0,GT,1995,Natural Gas
1363,Cane Run,0,0,ST,1995,Coal
1364,Mill Creek (KY),0,1,ST,1995,Coal
1366,Paddys Run,0,1,GT,1995,Natural Gas
1366,Paddys Run,0,1,GT,1995,Natural Gas
1367,Waterside GT,0,1,GT,1995,Natural Gas
1367,Waterside GT,0,1,GT,1995,Natural Gas
1368,Zorn,0,0,GT,1995,Natural Gas
1374,Elmer Smith,0,0,ST,1995,Coal
1378,Paradise,0,1,ST,1995,Coal
1381,Kenneth C Coleman,0,0,ST,1995,Coal
1382,HMP&L Station Two Henderson,0,0,ST,1995,Coal
1383,Robert A Reid,0,0,GT,1995,Oil
1383,Robert A Reid,0,0,ST,1995,Coal
6639,R D Green,0,0,ST,1995,Coal
1385,Dale,0,0,ST,1995,Coal
1385,Dale,0,0,ST,1995,Coal
1391,Louisiana 1,0,1,CC,1995,
1391,Louisiana 1,0,1,CC,1995,
1391,Louisiana 1,0,1,GT,1995,Natural Gas
1391,Louisiana 1,0,1,ST,1995,Natural Gas
1391,Louisiana 1,0,1,ST,1995,Natural Gas
1392,Louisiana 2,0,1,ST,1995,
10690,ExxonMobil Baton Rouge Turbine Generator,0,1,GT,1995,
54518,Formosa Plastics,0,1,GT,1995,
54518,Formosa Plastics,0,1,ST,1995,
1394,Willow Glen,0,0,ST,1995,Natural Gas
50341,PCS Nitrogen Fertilizer LP,0,0,GT,1995,
50341,PCS Nitrogen Fertilizer LP,0,0,IC,1995,
50341,PCS Nitrogen Fertilizer LP,0,0,ST,1995,
55404,Carville Energy LLC,0,0,CC,1995,
1400,Teche,0,1,GT,1995,
1400,Teche,0,1,ST,1995,Natural Gas
1400,Teche,0,1,ST,1995,Natural Gas
1435,Franklin (LA),0,1,GT,1995,Natural Gas
1401,Buras,0,1,GT,1995,Natural Gas
1402,Little Gypsy,0,0,ST,1995,Natural Gas
1403,Nine Mile Point,0,1,CC,1995,
1403,Nine Mile Point,0,1,ST,1995,Natural Gas
1404,Sterlington,0,1,CC,1995,
1404,Sterlington,0,1,ST,1995,Natural Gas
55099,NRG Sterlington Power,0,1,GT,1995,
55099,NRG Sterlington Power,0,1,GT,1995,
55467,Ouachita,0,1,CC,1995,
1407,A B Paterson,0,1,GT,1995,Oil
1407,A B Paterson,0,1,ST,1995,
1409,Michoud,0,1,ST,1995,Natural Gas
10639,New Orleans,0,1,GT,1995,
10639,New Orleans,0,1,ST,1995,
1416,Arsenal Hill,0,1,ST,1995,Natural Gas
56565,J Lamar Stall Unit,0,1,CC,1995,
1417,Lieberman,0,1,ST,1995,Natural Gas
1443,Louis Doc Bonin,0,1,ST,1995,Natural Gas
1445,Rodemacher,0,1,ST,1995,
1445,Rodemacher,0,1,ST,1995,
1447,Minden,0,1,IC,1995,Natural Gas
1447,Minden,0,1,ST,1995,Natural Gas
1449,Morgan City,0,1,ST,1995,Natural Gas
1449,Morgan City,0,1,ST,1995,Natural Gas
58478,LEPA Unit No. 1,0,1,CC,1995,
1453,New Roads,0,1,IC,1995,Natural Gas
6055,Big Cajun 2,0,1,ST,1995,Coal
1455,Plaquemine,0,1,ST,1995,Natural Gas
1456,Rayne,0,1,IC,1995,
1466,Bar Harbor,1,0,IC,1995,Oil
1468,Eastport,1,0,IC,1995,Oil
1474,Medway,1,1,IC,1995,Oil
1484,Cape Gas Turbine,1,0,GT,1995,Oil
1507,William F Wyman,1,0,ST,1995,Oil
1513,Caribou Generation Station,1,1,IC,1995,Oil
1513,Caribou Generation Station,1,1,ST,1995,Oil
1514,Flos Inn Diesel,1,1,IC,1995,Oil
1552,"CP Crane Power, LLC",1,0,GT,1995,Oil
1552,"CP Crane Power, LLC",1,0,ST,1995,Coal
1553,Gould Street,1,0,ST,1995,Oil
1555,Notch Cliff,1,0,GT,1995,Natural Gas
1556,Perryman,1,0,GT,1995,Oil
1557,Philadelphia,1,1,GT,1995,Oil
1560,Westport,1,0,GT,1995,Natural Gas
1563,Crisfield,1,1,IC,1995,Oil
1564,Vienna Operations,1,1,GT,1995,Oil
1564,Vienna Operations,1,1,ST,1995,Oil
1570,FirstEnergy R Paul Smith Power Station,1,1,ST,1995,Coal
1571,Chalk Point LLC,1,0,GT,1995,Natural Gas
1571,Chalk Point LLC,1,0,GT,1995,Natural Gas
1571,Chalk Point LLC,1,0,ST,1995,Coal
1572,Dickerson,1,0,GT,1995,Natural Gas
1572,Dickerson,1,0,GT,1995,Natural Gas
1572,Dickerson,1,0,ST,1995,Coal
50657,Montgomery County Resource Recovery,1,0,ST,1995,
1573,Morgantown Generating Plant,1,1,GT,1995,Oil
1573,Morgantown Generating Plant,1,1,GT,1995,Oil
1573,Morgantown Generating Plant,1,1,ST,1995,Coal
1580,Easton,1,1,IC,1995,Oil
1585,Exelon Edgar LLC,1,0,GT,1995,Oil
55317,Fore River Generating Station,1,0,CC,1995,
1586,Exelon Framingham LLC,1,1,GT,1995,Oil
1587,Exelon L Street,1,0,GT,1995,Oil
1589,New Boston Generating Station,1,0,GT,1995,
1589,New Boston Generating Station,1,0,ST,1995,Natural Gas
10176,M Street Jet,1,0,GT,1995,
1595,Kendall Square Station,1,0,CC,1995,
1595,Kendall Square Station,1,0,CC,1995,
1595,Kendall Square Station,1,0,GT,1995,Oil
1595,Kendall Square Station,1,0,ST,1995,Natural Gas
1595,Kendall Square Station,1,0,ST,1995,Natural Gas
1597,Oak Bluffs Diesel Generating Facility,1,0,IC,1995,Oil
1599,Canal,1,0,ST,1995,Oil
1606,Mount Tom,1,0,ST,1995,Coal
1615,Nantucket,1,0,GT,1995,
1615,Nantucket,1,0,IC,1995,Oil
1619,Brayton Point,1,0,IC,1995,Oil
1619,Brayton Point,1,0,ST,1995,Coal
1626,Salem Harbor,1,0,ST,1995,Coal
1631,Doreen,1,0,GT,1995,Oil
50002,Pittsfield Generating LP,1,0,CC,1995,
1642,Essential Power Massachusetts LLC,1,1,GT,1995,Oil
1642,Essential Power Massachusetts LLC,1,1,GT,1995,Oil
1642,Essential Power Massachusetts LLC,1,1,ST,1995,Natural Gas
1643,Woodland Road,1,0,GT,1995,Oil
1660,Potter Station 2,1,0,CC,1995,Natural Gas
1660,Potter Station 2,1,0,GT,1995,
1660,Potter Station 2,1,0,IC,1995,Oil
1670,High Street Station,1,0,IC,1995,Natural Gas
1682,Cleary Flood,1,0,CC,1995,Natural Gas
1682,Cleary Flood,1,0,CC,1995,Natural Gas
1682,Cleary Flood,1,0,ST,1995,Oil
1695,B C Cobb,0,0,ST,1995,Coal
1696,B E Morrow,0,1,GT,1995,Natural Gas
55101,Kalamazoo River Generating Station,0,1,GT,1995,
1702,Dan E Karn,0,1,ST,1995,Coal
1720,J C Weadock,0,1,GT,1995,Natural Gas
1720,J C Weadock,0,1,ST,1995,Coal
1706,Gaylord - Consumers,0,1,GT,1995,Natural Gas
7932,Gaylord - Wolverine,0,1,GT,1995,
1710,J H Campbell,0,0,GT,1995,Oil
1710,J H Campbell,0,0,ST,1995,Coal
1718,Straits,0,1,GT,1995,Natural Gas
1718,Straits,0,1,GT,1995,Natural Gas
1719,Thetford,0,0,GT,1995,Natural Gas
1719,Thetford,0,0,GT,1995,Natural Gas
1723,J R Whiting,0,1,GT,1995,Oil
1723,J R Whiting,0,1,ST,1995,Coal
1725,Colfax,0,1,IC,1995,Oil
1726,Conners Creek,0,1,IC,1995,Oil
1726,Conners Creek,0,1,ST,1995,
1727,Dayton (MI),0,0,IC,1995,Oil
54536,Sumpter Energy Associates,0,0,IC,1995,
1730,Hancock,0,0,GT,1995,Natural Gas
1730,Hancock,0,0,GT,1995,Natural Gas
1731,Harbor Beach,0,0,IC,1995,Oil
1731,Harbor Beach,0,0,ST,1995,Coal
1732,Marysville,0,1,ST,1995,Coal
1733,Monroe (MI),0,1,IC,1995,Oil
1733,Monroe (MI),0,1,ST,1995,Coal
1734,Northeast (MI),0,1,GT,1995,Natural Gas
10032,Powertrain Warren General Motors,0,1,GT,1995,
1735,Oliver,0,0,IC,1995,Oil
1737,Placid 12,0,0,IC,1995,Oil
1739,Putnam (MI),0,0,IC,1995,Oil
1740,River Rouge,0,0,IC,1995,Oil
1740,River Rouge,0,0,ST,1995,Coal
1743,St Clair,0,1,GT,1995,
1743,St Clair,0,1,IC,1995,Oil
1743,St Clair,0,1,ST,1995,Coal
1744,Superior,0,0,GT,1995,Oil
1746,Wilmot,0,0,IC,1995,Oil
1874,Caro,0,0,IC,1995,Oil
1750,Manistique,0,1,IC,1995,Oil
1769,Presque Isle,0,1,ST,1995,Coal
1840,Plant Four,0,1,GT,1995,Oil
1771,Escanaba,0,1,GT,1995,
1771,Escanaba,0,1,ST,1995,
1772,John H Warden,0,1,ST,1995,
1818,Clinton,0,0,IC,1995,Natural Gas
1819,Coldwater,0,1,IC,1995,Natural Gas
7970,State St Generating,0,1,IC,1995,
1825,J B Sims,0,0,ST,1995,Coal
1825,J B Sims,0,0,ST,1995,Coal
1826,Grand Haven Diesel Plant,0,0,IC,1995,Oil
1827,Hart,0,1,IC,1995,Oil
1829,Hillsdale,0,0,IC,1995,Natural Gas
1831,Eckert Station,0,0,ST,1995,Coal
1832,Erickson Station,0,0,ST,1995,Coal
1837,Lowell,0,0,IC,1995,Oil
58254,Chatham,0,0,GT,1995,
1844,Marshall (MI),0,0,IC,1995,Natural Gas
1846,Newberry,0,0,IC,1995,Oil
1851,Frank Jenkins,0,0,IC,1995,
1852,St Louis,0,1,IC,1995,
1853,Main Street (MI),0,0,IC,1995,Natural Gas
7806,Pine Street,0,0,IC,1995,Natural Gas
57949,MSC Sebewaing,0,0,ST,1995,
1855,Sturgis City  Diesel Plant,0,1,IC,1995,Natural Gas
1866,Wyandotte,0,1,IC,1995,
1866,Wyandotte,0,1,ST,1995,Coal
1866,Wyandotte,0,1,ST,1995,Coal
1867,Zeeland,0,0,IC,1995,Natural Gas
1868,Dafter,0,0,IC,1995,
1873,Tower,0,1,GT,1995,Oil
1873,Tower,0,1,IC,1995,
1875,Ubly,0,0,IC,1995,Oil
1879,Scottville,0,1,IC,1995,Oil
1881,Vestaburg,0,1,GT,1995,
1881,Vestaburg,0,1,IC,1995,Oil
1888,Fox Lake,0,0,GT,1995,Oil
1888,Fox Lake,0,0,ST,1995,Natural Gas
1888,Fox Lake,0,0,ST,1995,Natural Gas
1889,Hills,0,1,IC,1995,
1990,Luverne,0,1,IC,1995,
1990,Luverne,0,1,ST,1995,
1891,Syl Laskin,0,1,ST,1995,Coal
1897,M L Hibbard,0,1,ST,1995,
50424,Duluth Paper Mill,0,1,ST,1995,
1904,Black Dog,0,0,CC,1995,
1904,Black Dog,0,0,ST,1995,Coal
1912,High Bridge,0,0,CC,1995,
1912,High Bridge,0,0,ST,1995,Coal
56643,St Paul Cogeneration,0,0,ST,1995,
1913,Inver Hills,0,0,GT,1995,Oil
1913,Inver Hills,0,0,GT,1995,Oil
55598,GRS Pine Bend,0,0,CC,1995,
1914,Key City,0,0,GT,1995,Natural Gas
56104,Mankato Energy Center,0,0,CC,1995,
1915,Allen S King,0,0,ST,1995,Coal
1918,Minnesota Valley,0,0,ST,1995,Coal
1927,Riverside (MN),0,1,CC,1995,
1927,Riverside (MN),0,1,ST,1995,Coal
1929,St James,0,1,IC,1995,
1934,Wilmarth,0,1,ST,1995,Biomass
10863,Archer Daniels Midland Mankato,0,1,ST,1995,
1943,Hoot Lake,0,0,IC,1995,
1943,Hoot Lake,0,0,ST,1995,Coal
1943,Hoot Lake,0,0,ST,1995,Coal
1956,Adrian,0,1,IC,1995,
1958,Alexandria,0,0,IC,1995,
1960,Austin Downtown,0,1,GT,1995,
1960,Austin Downtown,0,1,ST,1995,
1961,Austin Northeast,0,1,ST,1995,Coal
1964,Benson City of,0,1,IC,1995,
55867,Benson Power Biomass Plant,0,1,ST,1995,
1966,Blooming Prairie,0,0,IC,1995,Oil
1967,Blue Earth,0,0,IC,1995,Oil
1970,Detroit Lakes,0,1,GT,1995,
1971,Elk River City of,0,0,IC,1995,Oil
1972,Fairfax,0,1,IC,1995,
1973,Fairmont (MN),0,1,IC,1995,Natural Gas
1973,Fairmont (MN),0,1,ST,1995,
1975,Glencoe,0,1,IC,1995,Natural Gas
1976,Grand Marais,0,1,IC,1995,Oil
1979,Hibbing,0,0,ST,1995,Coal
1982,Janesville,0,0,IC,1995,Natural Gas
1983,Kenyon Municipal,0,0,IC,1995,
1985,Lake Crystal,0,0,IC,1995,Natural Gas
1987,Lanesboro,0,1,IC,1995,
1989,Litchfield,0,1,IC,1995,Natural Gas
1993,Marshall (MN),0,0,GT,1995,
1994,Melrose,0,0,IC,1995,
58929,Melrose 2,0,0,IC,1995,
1995,Moorhead,0,1,GT,1995,Oil
1995,Moorhead,0,1,IC,1995,
1997,Mora,0,1,IC,1995,
1998,Mountain Lake,0,1,IC,1995,
2001,New Ulm,0,1,GT,1995,Oil
2001,New Ulm,0,1,GT,1995,Oil
2001,New Ulm,0,1,ST,1995,Natural Gas
2002,North Branch (MN),0,0,IC,1995,
2003,Owatonna,0,0,GT,1995,Natural Gas
2003,Owatonna,0,0,ST,1995,Natural Gas
2004,Preston (MN),0,0,IC,1995,
2005,Princeton (MN),0,1,IC,1995,Oil
2008,Silver Lake,0,0,ST,1995,Natural Gas
2008,Silver Lake,0,0,ST,1995,Natural Gas
2009,Redwood Falls,0,1,IC,1995,Oil
2011,Sleepy Eye,0,0,IC,1995,Oil
2012,Springfield (MN),0,1,IC,1995,
2012,Springfield (MN),0,1,ST,1995,
2013,Spring Valley,0,1,IC,1995,Natural Gas
2014,Thief River Falls,0,0,IC,1995,Oil
2015,Truman,0,1,IC,1995,Natural Gas
7925,Lakefield Junction,0,1,GT,1995,
7925,Lakefield Junction,0,1,IC,1995,
2018,Virginia,0,1,ST,1995,Coal
2020,Wells IC,0,1,IC,1995,Oil
2021,Westbrook,0,1,IC,1995,
2022,Willmar,0,1,ST,1995,Coal
2023,Windom,0,1,GT,1995,
2023,Windom,0,1,IC,1995,
2024,Worthington,0,1,IC,1995,
2038,Cambridge CT,0,1,GT,1995,Oil
2046,Eaton,0,0,ST,1995,Natural Gas
2046,Eaton,0,0,ST,1995,Natural Gas
2047,Chevron Oil,0,0,GT,1995,Natural Gas
2047,Chevron Oil,0,0,GT,1995,Natural Gas
52084,Pascagoula Cogen,0,0,ST,1995,
2049,Jack Watson,0,1,GT,1995,Natural Gas
2049,Jack Watson,0,1,ST,1995,Coal
2050,Baxter Wilson,0,0,ST,1995,Natural Gas
2051,Delta (MS),0,0,ST,1995,Natural Gas
2052,Natchez,0,1,ST,1995,
2053,Rex Brown,0,1,GT,1995,
2053,Rex Brown,0,1,ST,1995,Natural Gas
55218,Hinds Energy Facility,0,1,CC,1995,
2059,L L Wilkins,0,1,CC,1995,Natural Gas
2059,L L Wilkins,0,1,CC,1995,Natural Gas
2059,L L Wilkins,0,1,GT,1995,Natural Gas
2059,L L Wilkins,0,1,GT,1995,Natural Gas
2059,L L Wilkins,0,1,ST,1995,Natural Gas
2060,Third Street,0,1,ST,1995,Natural Gas
2062,Henderson,0,0,GT,1995,
2062,Henderson,0,0,IC,1995,
2062,Henderson,0,0,ST,1995,Natural Gas
2063,Wright,0,1,ST,1995,Natural Gas
2067,Yazoo,0,1,CC,1995,
2067,Yazoo,0,1,GT,1995,
2067,Yazoo,0,1,ST,1995,
2068,Benndale,0,1,GT,1995,Natural Gas
2078,Grand Avenue,0,0,ST,1995,
2079,Hawthorn,0,1,CC,1995,
2079,Hawthorn,0,1,GT,1995,
2079,Hawthorn,0,1,ST,1995,Coal
2081,Northeast (MO),0,1,GT,1995,Oil
2081,Northeast (MO),0,1,IC,1995,
2080,Montrose,0,1,ST,1995,Coal
2083,Kirksville,0,1,GT,1995,Natural Gas
2090,Nevada,0,1,GT,1995,Oil
2094,Sibley,0,0,ST,1995,Coal
2096,Viaduct,0,1,GT,1995,Natural Gas
2098,Lake Road (MO),0,0,GT,1995,Oil
2098,Lake Road (MO),0,0,GT,1995,Oil
2098,Lake Road (MO),0,0,ST,1995,Coal
2098,Lake Road (MO),0,0,ST,1995,Coal
2107,Sioux,0,0,ST,1995,Coal
2113,Albany,0,1,IC,1995,Oil
2114,Bethany,0,1,IC,1995,Oil
7944,Bethany II,0,1,IC,1995,
2115,Butler Municipal Power Plant,0,1,IC,1995,Oil
2120,Carrollton,0,1,IC,1995,Natural Gas
2121,Carthage,0,1,IC,1995,Oil
2122,Chillicothe,0,0,GT,1995,Oil
2122,Chillicothe,0,0,IC,1995,
2122,Chillicothe,0,0,ST,1995,Coal
2123,Columbia (MO),0,1,GT,1995,Natural Gas
2123,Columbia (MO),0,1,IC,1995,
2123,Columbia (MO),0,1,ST,1995,Coal
2123,Columbia (MO),0,1,ST,1995,Coal
2125,Fayette,0,0,IC,1995,Oil
2126,Fulton (MO),0,1,GT,1995,Natural Gas
2126,Fulton (MO),0,1,IC,1995,Natural Gas
2127,Gallatin (MO),0,0,IC,1995,
2132,Blue Valley,0,0,GT,1995,Natural Gas
2132,Blue Valley,0,0,ST,1995,Coal
2136,Station I,0,1,GT,1995,Oil
2138,Kahoka,0,1,IC,1995,Natural Gas
2139,Kennett,0,1,IC,1995,Oil
2140,La Plata,0,0,IC,1995,Oil
2141,Macon,0,1,IC,1995,Oil
2142,Malden,0,1,IC,1995,Oil
2144,Marshall (MO),0,1,GT,1995,Natural Gas
2144,Marshall (MO),0,1,IC,1995,Natural Gas
2144,Marshall (MO),0,1,ST,1995,Coal
2145,Memphis,0,0,IC,1995,Oil
2146,Monroe (MO),0,1,IC,1995,Oil
2148,Odessa,0,0,IC,1995,Natural Gas
2150,Palmyra Municipal,0,1,IC,1995,Natural Gas
7304,Palmyra Municipal 2,0,1,IC,1995,Natural Gas
2158,Coleman,0,1,IC,1995,Oil
6768,Sikeston Power Station,0,1,ST,1995,Coal
2161,James River Power Station,0,0,GT,1995,
2161,James River Power Station,0,0,ST,1995,Coal
2161,James River Power Station,0,0,ST,1995,Coal
2162,Main Street (MO),0,1,GT,1995,Oil
2163,Trenton Diesel,0,1,IC,1995,Oil
2164,Unionville City of,0,1,IC,1995,Oil
6563,Unionville,0,1,GT,1995,Oil
6563,Unionville,0,1,GT,1995,Oil
2165,Vandalia,0,1,IC,1995,Oil
2167,New Madrid,0,1,ST,1995,Coal
2168,Thomas Hill,0,0,ST,1995,Coal
2169,Chamois,0,0,ST,1995,Coal
2169,Chamois,0,0,ST,1995,Coal
2176,Glendive GT,0,0,GT,1995,Natural Gas
2176,Glendive GT,0,0,IC,1995,
2177,Miles City GT,0,0,GT,1995,Natural Gas
2187,J E Corette Plant,0,1,ST,1995,Coal
56496,Phillips 66 Billings Refinery,0,1,ST,1995,
2214,Ansley,0,1,IC,1995,
2215,Auburn,0,1,IC,1995,Natural Gas
2216,Arnold,0,1,IC,1995,Oil
2217,Beaver City,0,0,IC,1995,Oil
2223,Cambridge,0,0,IC,1995,
2221,Broken Bow,0,1,IC,1995,Natural Gas
2222,Burwell,0,1,IC,1995,
2226,Canaday,0,0,ST,1995,
2230,Chappell,0,1,IC,1995,
2232,Curtis,0,0,IC,1995,
2233,David City,0,0,IC,1995,Natural Gas
2234,Deshler,0,0,IC,1995,Oil
2235,Emerson,0,0,IC,1995,Natural Gas
2311,Wakefield,0,0,IC,1995,Oil
2236,Fairbury,0,1,ST,1995,Natural Gas
2237,Falls City,0,1,IC,1995,Natural Gas
2238,Franklin (NE),0,1,IC,1995,Natural Gas
2240,Lon Wright,0,0,GT,1995,
2240,Lon Wright,0,0,ST,1995,Coal
2240,Lon Wright,0,0,ST,1995,Coal
2241,C W Burdick,0,1,GT,1995,Natural Gas
2241,C W Burdick,0,1,GT,1995,Natural Gas
2241,C W Burdick,0,1,ST,1995,Natural Gas
2241,C W Burdick,0,1,ST,1995,Natural Gas
2243,Don Henry,0,1,GT,1995,Natural Gas
2244,North Denver,0,0,ST,1995,Natural Gas
2248,Kimball,0,1,IC,1995,Natural Gas
2249,Laurel,0,0,IC,1995,
2250,J Street,0,1,GT,1995,Natural Gas
2253,Lyons,0,0,IC,1995,Oil
2255,Nebraska City # 1,0,1,IC,1995,Natural Gas
7555,Nebraska City # 2,0,1,IC,1995,
2256,Syracuse # 2,0,0,IC,1995,Natural Gas
2265,Hallam,0,0,GT,1995,Natural Gas
2277,Sheldon,0,0,ST,1995,Coal
2266,Hebron,0,1,GT,1995,Oil
2271,McCook,0,0,GT,1995,Oil
2290,Jones Street,0,0,GT,1995,Oil
2291,North Omaha,0,1,ST,1995,Coal
2292,Sarpy County,0,0,GT,1995,Natural Gas
