ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
50772,Viking Energy of Lincoln,ST,<25,Biomass,0,1,1989,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50774,Telogia Power,ST,<25,Biomass,0,0,1986,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50782,Taylor Energy Partners LP,IC,<25,-,0,1,1987,,,,,,,,,,,,,,,,,,,,,,
50788,Lafayette Energy Partners LP,IC,<25,-,1,0,1990,,,,,,,,,,,,,,,,,,,,,,
50799,Parlin Power Plant,CC,<25,Natural Gas,1,0,1991,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50799,Parlin Power Plant,CC,>=25,Natural Gas,1,0,1991,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50806,Florence Mill,ST,<25,Biomass,0,1,1963,,,,,Coal,Coal,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
50806,Florence Mill,ST,>=25,Biomass,0,1,1963,,,,,Coal,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
50807,WestRock Panama City Mill,ST,<25,Biomass,0,1,1930,,,,,,,,,,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50810,Westrock Hodge (LA),ST,<25,Biomass,0,1,1938,,,,,Biomass,Biomass,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50810,Westrock Hodge (LA),ST,>=25,Biomass,0,1,1938,,,,,Biomass,Biomass,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50811,RockTenn Coshocton Mill,ST,<25,Biomass,0,1,1981,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
50831,Nove Power Plant,IC,<25,-,0,1,1985,,,,,,,,,,,,,,,,,,,,,,
50835,TES Filer City Station,ST,>=25,Coal,0,0,1990,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
58066,"PCA, Filer City Mill",ST,<25,Natural Gas,0,0,1950,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50851,CSUCI Site Authority,CC,<25,Natural Gas,0,0,1988,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50852,Elmwood Energy Holdings LLC,CC,<25,Natural Gas,1,1,1989,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50852,Elmwood Energy Holdings LLC,CC,>=25,Natural Gas,1,1,1989,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50858,Hillsborough County Resource Recovery,ST,<25,Natural Gas,0,0,1987,,,,,,,,,Natural Gas,,,,,,,,,,,,,
50858,Hillsborough County Resource Recovery,ST,>=25,Natural Gas,0,0,1987,,,,,,,,,Natural Gas,,,,,,,,,,,,,
50859,Lancaster County Resource Recovery,ST,>=25,Natural Gas,0,0,1990,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50860,Kent County Waste to Energy Facility,ST,<25,Natural Gas,0,1,1989,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,,Natural Gas,Natural Gas,Natural Gas,
50864,Sargent Canyon Cogeneration,GT,>=25,Natural Gas,0,0,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50865,Salinas River Cogeneration,GT,>=25,Natural Gas,0,0,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55184,Aera San Ardo Cogen Facility,GT,<25,Natural Gas,0,0,1989,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50872,Wheelabrator Claremont Facility,ST,<25,-,1,1,1987,,,,,,,,,,,,,,,,,,,,,,
50873,Wheelabrator Concord Facility,ST,<25,-,1,0,1989,,,,,,,,,,,,,,,,,,,,,,
50877,Wheelabrator North Andover,ST,>=25,-,1,0,1985,,,,,,,,,,,,,,,,,,,,,,
50878,Wheelabrator Millbury Facility,ST,>=25,-,1,0,1987,,,,,,,,,,,,,,,,,,,,,,
50879,Wheelabrator Frackville Energy,ST,>=25,Coal,0,0,1988,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54634,St Nicholas Cogen Project,ST,>=25,Coal,0,0,1990,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
50880,Wheelabrator Saugus,ST,>=25,-,1,0,1985,,,,,,,,,,,,,,,,,,,,,,
50881,Wheelabrator Shasta,ST,<25,Biomass,0,1,1987,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
50882,Wheelabrator Westchester,ST,>=25,-,1,0,1984,,,,,,,,,,,,,,,,,,,,,,
50883,Wheelabrator Bridgeport,ST,>=25,-,1,1,1988,,,,,,,,,,,,,,,,,,,,,,
50884,Pinellas County Resource Recovery,ST,>=25,Natural Gas,0,0,1983,,,,,,,,,,,,,,,,,,,,,,Natural Gas
50886,Spokane Waste to Energy,ST,>=25,-,0,0,1991,,,,,,,,,,,,,,,,,,,,,,
50888,Northampton Generating Company LP,ST,>=25,Coal,0,0,1995,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
50900,Covington Facility,ST,<25,Biomass,0,0,1930,,,,,Biomass,Biomass,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
50900,Covington Facility,ST,>=25,Biomass,0,0,1930,,,,,Biomass,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
50903,Sagamore Plant Cogeneration,ST,<25,Natural Gas,0,0,1984,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Natural Gas,
50904,Fox Metro Water Reclamation District,IC,<25,Natural Gas,0,0,1988,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50905,Univ New Mexico Cogen Plant,GT,<25,Natural Gas,0,1,1989,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,
50906,Ford Utilities Center,GT,<25,Natural Gas,0,1,1984,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50906,Ford Utilities Center,ST,<25,Natural Gas,0,1,1984,,,,,,,,,Natural Gas,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50920,Erie Coke,ST,<25,Natural Gas,0,1,1953,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Coal,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50921,Co-Gen LLC,ST,<25,Biomass,0,0,1986,,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,,,,
50931,Yellowstone Energy LP,ST,>=25,Oil,0,1,1995,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil
50932,Des Moines Wastewater Reclamation Fac,IC,<25,Natural Gas,0,1,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,
50933,Rhinelander Mill,ST,<25,Coal,0,1,1917,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,,Coal,Coal,Coal,Coal,Coal,Coal,
50935,Caterpillar,IC,<25,Natural Gas,0,1,1983,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50936,Winnebago County Landfill Gas,IC,<25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,Natural Gas,,,,,,,,,,,,
50937,William Beaumont Hospital,IC,<25,Oil,0,1,1992,,,,,,,,,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Oil,
50942,Lagoon Cogeneration Facility,IC,<25,-,0,0,1989,,,,,,,,,,,,,,,,,,,,,,
50950,Wheelabrator Martell,ST,<25,-,0,0,1985,,,,,,,,,,,,,,,,,,,,,,
50952,Saint Francis Hospital,IC,<25,-,0,1,1990,,,,,,,,,,,,,,,,,,,,,,
50955,Rousselot Inc,ST,<25,Natural Gas,1,1,1947,,,,,,,,,,Natural Gas,Oil,Natural Gas,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50963,Naval Hospital Medical Center,GT,<25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50966,Bellmeade Power Station,CC,>=25,Natural Gas,0,1,1997,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50969,MU Combined Heat and Power Plant,CC,<25,-,0,1,1961,,,,,,,,,,,,,,,,,,,,,,
50969,MU Combined Heat and Power Plant,GT,<25,Natural Gas,0,1,1961,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50969,MU Combined Heat and Power Plant,IC,<25,Oil,0,1,1961,,,,,,,,,,Oil,Oil,,,,,,,,,,,
50969,MU Combined Heat and Power Plant,ST,<25,Biomass,0,1,1961,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Biomass
50971,Tropicana Products Bradent,GT,>=25,Natural Gas,0,1,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50973,Motiva Enterprises Port Arthur Refinery,CC,<25,Natural Gas,0,0,1957,,,,,Natural Gas,Natural Gas,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50973,Motiva Enterprises Port Arthur Refinery,CC,>=25,Natural Gas,0,0,1957,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50973,Motiva Enterprises Port Arthur Refinery,GT,<25,Natural Gas,0,0,1957,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas
50973,Motiva Enterprises Port Arthur Refinery,ST,<25,Natural Gas,0,0,1957,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,,,,,
50973,Motiva Enterprises Port Arthur Refinery,ST,>=25,Natural Gas,0,0,1957,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,,,,,
50974,Scrubgrass Generating Company LP,ST,>=25,Coal,0,0,1993,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
55233,Handsome Lake Energy LLC,GT,>=25,Natural Gas,0,0,2001,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50978,Carr Street Generating Station,CC,>=25,Natural Gas,1,1,1993,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
50985,Solano County Cogen Plant,IC,<25,Natural Gas,0,1,1989,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
50989,Ingersoll Milling Machine,GT,<25,-,0,0,1988,,,,,,,,,,,,,,,,,,,,,,
50990,Marathon Electric,IC,<25,Oil,0,1,1978,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,
50993,Co-Gen II LLC,ST,<25,Biomass,0,1,1987,,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,,,,,,,
51008,Enterprise Sugar Factory,ST,<25,Biomass,0,1,1981,,,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,
51026,Ryegate Power Station,ST,<25,Biomass,1,0,1992,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
51030,Ocean State Power,CC,>=25,Natural Gas,1,0,1990,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54324,Ocean State Power II,CC,>=25,Natural Gas,1,0,1991,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
51035,Hofstra University,IC,<25,Natural Gas,1,0,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52007,Mecklenburg Power Station,ST,>=25,Coal,0,1,1992,,,,,Coal,Coal,Coal,Coal,Coal,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
52010,Lee County Solid Waste Energy,ST,<25,Oil,0,0,1994,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
52010,Lee County Solid Waste Energy,ST,>=25,Oil,0,0,1994,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
52017,Menominee Acquisition,ST,<25,Natural Gas,0,0,1950,,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Natural Gas,,,
52019,Doswell Energy Center,CC,>=25,Natural Gas,0,0,1991,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52019,Doswell Energy Center,GT,>=25,Natural Gas,0,0,1991,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52021,ITT Cogen Facility,GT,<25,Natural Gas,0,1,1991,,,,,,,,,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52026,Dartmouth Power Associates LP,CC,>=25,Natural Gas,1,0,1992,,,,,Natural Gas,Natural Gas,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52026,Dartmouth Power Associates LP,GT,<25,Oil,1,0,1992,,,,,,,,,,,,,,,,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,
52031,Alliance Refinery,ST,<25,Natural Gas,0,0,1971,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,
52034,Bunge Oil,GT,<25,Natural Gas,0,1,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,
54790,CSL Behring LLC,GT,<25,Natural Gas,0,1,1993,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52048,Vanderbilt University Power Plant,GT,<25,Natural Gas,0,1,1988,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52048,Vanderbilt University Power Plant,ST,<25,Coal,0,1,1988,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,
52061,Hartford Hospital Cogeneration,CC,<25,Natural Gas,1,0,1988,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
57179,HSCo CHP,GT,<25,Natural Gas,1,0,2009,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52063,Martinez Sulfuric Acid Regeneration Plt,ST,<25,Natural Gas,0,1,1978,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
54912,Martinez Refining,CC,<25,Natural Gas,0,1,1995,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54912,Martinez Refining,CC,>=25,Natural Gas,0,1,1995,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52064,Dominguez Plant,ST,<25,Natural Gas,0,0,1976,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
52065,Houston Plant,ST,<25,Natural Gas,0,1,1970,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,
52073,UCLA So Campus Cogen Project,CC,<25,Natural Gas,0,0,1993,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52077,Lost Hills Cogeneration Plant,GT,<25,Natural Gas,0,1,1985,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52087,Elizabeth River Power Station,GT,>=25,Natural Gas,0,1,1992,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas
52091,New York Methodist Hospital,IC,<25,Natural Gas,1,0,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52099,Plant No 2 Orange County,IC,<25,Natural Gas,0,0,1993,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52099,Plant No 2 Orange County,ST,<25,Natural Gas,0,0,1993,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52105,Richmond Refinery TG800,ST,<25,Natural Gas,0,0,1936,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
52105,Richmond Refinery TG800,ST,>=25,Natural Gas,0,0,1936,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
52109,Richmond Cogen,CC,>=25,Natural Gas,0,0,1992,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas
52109,Richmond Cogen,GT,>=25,Natural Gas,0,0,1992,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
52108,Valero Energy Port Arthur Refinery,CC,<25,Natural Gas,0,0,1928,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
52108,Valero Energy Port Arthur Refinery,GT,<25,Natural Gas,0,0,1928,,,,,,,,,,,,Natural Gas,Natural Gas,,,,,,,,,
52108,Valero Energy Port Arthur Refinery,ST,<25,Natural Gas,0,0,1928,,,,,,,,,,,,Natural Gas,Natural Gas,,,,,,,,,
55309,Air Products Port Arthur,CC,<25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,
55309,Air Products Port Arthur,CC,>=25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,
55309,Air Products Port Arthur,GT,>=25,Natural Gas,0,0,2000,,,,,,,,,,,,,,,,,,,,Natural Gas,,
58823,Port Arthur Steam Energy,ST,<25,-,0,0,2005,,,,,,,,,,,,,,,,,,,,,,
52118,Multitrade of Pittsylvania LP,ST,>=25,Biomass,0,1,1994,,,,,Biomass,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
52120,Freeport Energy,CC,>=25,Natural Gas,0,0,1952,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52120,Freeport Energy,GT,>=25,Natural Gas,0,0,1952,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas
54676,Oyster Creek Unit VIII,CC,>=25,Natural Gas,0,0,1994,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55311,BASF Freeport Works,CC,<25,Natural Gas,0,0,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,
55311,BASF Freeport Works,CC,>=25,Natural Gas,0,0,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,
55311,BASF Freeport Works,GT,>=25,Natural Gas,0,0,1999,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55311,BASF Freeport Works,ST,<25,Natural Gas,0,0,1999,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
56152,Freeport Energy Center,CC,>=25,Natural Gas,0,0,2007,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
